"hash","short","current_subject","suggested_subject","flags"
"96e523c30b5b1f910abfc71ad5ef2d9bfd7eedcf","96e523c","feat(ml-core): scaffold package and baseline analytics","feat(ml-core)(ml-core): Scaffold package and baseline analytics","docs-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=ml-core vs dir=packages)"
"97726d9343b661ab05135d320b3921d90f2666ab","97726d9","Document ASVS coverage and TFN SOP","docs: Document ASVS coverage and TFN SOP","docs-claimed-mismatch"
"97c1bccdd626de3914fc8039f9e3d645902e2c2c","97c1bcc","feat: share jwt guard via auth package","chore(services): Share jwt guard via auth package","docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=services);possible-breaking-missing-marker"
"97d386bd3fe9c0f70914cf872829467a243e5af2","97d386b","Add security command center route","feat(apps): Add security command center route","code-additions-look-like-feat;needs-body(>=150 LOC)"
"9805a969dc863ed966ec24bfa0f9d884013d08ab","9805a96","chore(repo): ignore infra/prisma/.env in git","chore(repo)(repo): Ignore infra/prisma/.env in git","subject-not-capitalized;scope-mismatch(scope=repo vs dir=gitignore)"
"984d64ffff1a92790f6d0616015aedf4197ce497","984d64f","feat(api-gateway): add admin data routes plugin","feat(api-gateway)(api-gateway): Add admin data routes plugin","test-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=api-gateway vs dir=services);possible-breaking-missing-marker"
"9a86c6af202360213835a952524625d785f0dde5","9a86c6a","Document compliance attestation execution plan","docs: Document compliance attestation execution plan","docs-claimed-mismatch"
"9aa6ceb865d537cc8bc419a3636113b7675ae926","9aa6ceb","feat: scaffold model service workspace","chore(packages): Scaffold model service workspace","docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=packages)"
"9ce10ee0bbb88a1ffa9d221f4b6733c9af8ceaf4","9ce10ee","Fix error ratio labels and snapshot lag gauge","refactor(services): Fix error ratio labels and snapshot lag gauge","code-changes-look-like-refactor"
"9d92fab3ccc1ea7ceb4d3fc8535b7caf7d9061eb","9d92fab","docs: restore auth jwks env example","docs(README.md): Restore auth jwks env example","subject-not-capitalized;scope-mismatch(scope= vs dir=README.md)"
"9e27f46a72235f697f2cd40cb825b86bbfdf22a3","9e27f46","Add baseline compliance documentation tables","docs: Add baseline compliance documentation tables","docs-claimed-mismatch"
"9e5f062047ab97c7d06f1d4ae1e94439fd962487","9e5f062","feat: add model service data pipelines","chore(packages): Add model service data pipelines","docs-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=packages)"
"9e656c6e4581083ea392bed4d4266bfff016c63c","9e656c6","fix: correct shared import path (@apgms/shared/src/*)","fix(webapp): Correct shared import path (@apgms/shared/src/*)","test-claimed-mismatch;subject-not-capitalized;fix-no-issue-ref;scope-mismatch(scope= vs dir=webapp);possible-breaking-missing-marker"
"9e6bdedf4fd4996884cc70a27e6f7b2bb04fd0b4","9e6bded","Add obligations control room dashboard","feat(webapp): Add obligations control room dashboard","code-additions-look-like-feat;needs-body(>=150 LOC)"
"9eac1207bee99fa51816507c34d0362a438a83e0","9eac120","chore(sec+ops): add PII key rotation tooling and incident response template","chore(sec+ops)(sec+ops): Add PII key rotation tooling and incident respo","docs-claimed-mismatch;subject>72;subject-not-capitalized;scope-mismatch(scope=sec+ops vs dir=docs)"
"9f13ffa4df2c1272c1914ae3c56535e7aeac8302","9f13ffa","chore(compliance+db): record compliance snapshot and add new Prisma migration","chore(compliance+db)(compliance+db): Record compliance snapshot and add","docs-claimed-mismatch;subject>72;subject-not-capitalized;scope-mismatch(scope=compliance+db vs dir=shared);possible-breaking-missing-marker"
"9fc1e6601c5d9db9b5d1daba33eae18889878d2f","9fc1e66","feat(api-gateway): add readiness and metrics instrumentation","chore(api-gateway): Add readiness and metrics instrumentation","test-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=api-gateway vs dir=services);possible-breaking-missing-marker"
"a0200e864e2fe68cb234e346fe87153c29d2af99","a0200e8","feat(webapp): introduce login flow and dashboard; harden api-gateway","chore(webapp): Introduce login flow and dashboard; harden api-gateway","deps-looks-like-chore;subject-not-capitalized;possible-breaking-missing-marker"
"a025eb837aba12b9381ca558b7b9c5b9c1fad051","a025eb8","Secure regulator login with server-side org mapping","feat(services): Secure regulator login with server-side org mapping","test-claimed-mismatch;needs-body(>=150 LOC);possible-breaking-missing-marker"
"a0b78940265dbfefa3250499b094d8ea0f387acb","a0b7894","Add GST reconciliation analytics route","feat(apps): Add GST reconciliation analytics route","code-additions-look-like-feat;needs-body(>=150 LOC)"
"a12d25183cd200d65ac3afa0bae06b91893ffd4f","a12d251","feat(api-gateway): add readiness and metrics endpoints","feat(api-gateway)(api-gateway): Add readiness and metrics endpoints","test-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=api-gateway vs dir=services);possible-breaking-missing-marker"
"a1793fef9a2c7c4a271628ab9c8b163100100526","a1793fe","Add data governance runbook","docs(runbooks): Add data governance runbook","docs-claimed-mismatch"
"a261f43052a5e76d02cbc8072dd0955245d7cb48","a261f43","Add APGMS types and demo store data","feat(apps): Add APGMS types and demo store data","code-additions-look-like-feat;needs-body(>=150 LOC)"
"a28423277248219c1303b3aef9919e85d08025a9","a284232","chore(ops): extract gateway server entrypoint and document operational runbook","chore(ops)(ops): Extract gateway server entrypoint and document operatio","docs-claimed-mismatch;test-claimed-mismatch;subject>72;subject-not-capitalized;scope-mismatch(scope=ops vs dir=services);possible-breaking-missing-marker"
"a35a0aa43eb094accb88883b8bad535114da58f9","a35a0aa","Refactor admin data routes with env token authorization","feat(services): Refactor admin data routes with env token authorization","test-claimed-mismatch;needs-body(>=150 LOC);possible-breaking-missing-marker"
"a4eb821d5019df5042a2aae8ac0767d71e114b61","a4eb821","feat(webapp): add GST reconciliation heatmap and stepper","feat(webapp)(webapp): Add GST reconciliation heatmap and stepper","subject-not-capitalized;needs-body(>=150 LOC)"
"a5789d0e1fc26ca00f960ea45067c794138105c5","a5789d0","feat(security): issuer/audience/expiry enforcement + reply minimisation + log redaction","chore(security): Issuer/audience/expiry enforcement + reply minimisation","test-claimed-mismatch;deps-looks-like-chore;subject>72;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=security vs dir=shared);possible-breaking-missing-marker"
"a7f39b7a8ebbb6fbc71b139bee17278b99b6f2d5","a7f39b7","PAYG: normalization + resolver tests + CSV artifact + CI workflow","chore(tools): Normalization + resolver tests + CSV artifact + CI workflo","test-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=tools)"
"a90274c683a352dfa2ebbe0eb8007c59c03ad017","a90274c","test(api): use directory discovery to avoid Windows glob issues","chore(api): Use directory discovery to avoid Windows glob issues","deps-looks-like-chore;subject-not-capitalized;scope-mismatch(scope=api vs dir=services)"
"a955b4753633ecfd1897ea7272f2b19fe496ff0c","a955b47","Add connectors, ATO filing pipeline, and designated account models","chore(services): Add connectors, ATO filing pipeline, and designated acc","docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker"
"aa3b93601d291ce2164da8c83ce7243dab5f9909","aa3b936","chore(deploy): scaffold DB init/seed and tighten service startup/runtime","chore(deploy)(deploy): Scaffold DB init/seed and tighten service startup","subject-not-capitalized;scope-mismatch(scope=deploy vs dir=services);possible-breaking-missing-marker"
"aa8aa6b92661e1f2d3b9711b8075cda9ec2f3a36","aa8aa6b","feat(auth+security): enforce JWT auth, org/role scoping, response redaction, and secure headers","chore(auth+security): Enforce JWT auth, org/role scoping, response redac","deps-looks-like-chore;subject>72;subject-not-capitalized;scope-mismatch(scope=auth+security vs dir=services);possible-breaking-missing-marker"
"aac618686be898294ab3a43f3e34f86db8c71244","aac6186","chore(ops): improve service operability and document logging/runbook","feat(ops): Improve service operability and document logging/runbook","docs-claimed-mismatch;code-additions-look-like-feat;subject-not-capitalized;scope-mismatch(scope=ops vs dir=docs);possible-breaking-missing-marker"
"ab0701b512580a03334460146f0c889e50d73483","ab0701b","feat: add audit logging for admin data actions","feat(services): Add audit logging for admin data actions","docs-claimed-mismatch;test-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=services);possible-breaking-missing-marker"
"ab4fbaf93f22dc0b3e4dcb9bc0fa2d55043b2a2c","ab4fbaf","test(api): add /ready health probe spec","test(api)(api): Add /ready health probe spec","subject-not-capitalized;scope-mismatch(scope=api vs dir=services)"
"aba172f8b6cab3d64398566a59d327afdec20bc7","aba172f","test(payg): repo-relative normalizer; resolver scaling checks; CSV artifact","test(payg)(payg): Repo-relative normalizer; resolver scaling checks; CSV","subject>72;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=payg vs dir=tests)"
"af062046a2d16ffb861a792af29d86458ccf1121","af06204","chore(sec+ops): tighten CI/security pipeline and align gateway + tests","chore(sec+ops)(sec+ops): Tighten CI/security pipeline and align gateway","docs-claimed-mismatch;test-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=sec+ops vs dir=services);possible-breaking-missing-marker"
"af215780b0db24b22dc7f8098655351945402d43","af21578","feat(api-gateway): add metrics and graceful shutdown","chore(api-gateway): Add metrics and graceful shutdown","docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=api-gateway vs dir=services);possible-breaking-missing-marker"
"af5f1f35e19c65218a2ea8c34cd1eae50fcf68e9","af5f1f3","feat: add ML risk service and dashboards","chore(services): Add ML risk service and dashboards","deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=services);possible-breaking-missing-marker"
"afa0d3fbe50fb873ad79ae5b7cbc08e69eb66d7e","afa0d3f","chore(ops): add debug export tooling and tighten gateway/admin handling","feat(ops): Add debug export tooling and tighten gateway/admin handling","code-additions-look-like-feat;subject-not-capitalized;scope-mismatch(scope=ops vs dir=services);possible-breaking-missing-marker"
"aff6ebde1b80bd5d5c25b5e5e79b45aaf7ad7c79","aff6ebd","chore(security): add PII key rotation tooling and incident response template","chore(security)(security): Add PII key rotation tooling and incident res","docs-claimed-mismatch;subject>72;subject-not-capitalized;scope-mismatch(scope=security vs dir=docs)"
"b07cd706c94bb318c35dbbe5ac901938ff022458","b07cd70","fix(payg): robust CSV decoding + relaxed monthly scaling tolerance","fix(payg)(payg): Robust CSV decoding + relaxed monthly scaling tolerance","test-claimed-mismatch;subject-not-capitalized;fix-no-issue-ref;scope-mismatch(scope=payg vs dir=tools)"
"b1a97810c34dc151343e2d6b9feb8217a68a9b66","b1a9781","feat(api): persist alerts/bas cycles and wire Phase 2 UI flows","feat(api)(api): Persist alerts/bas cycles and wire Phase 2 UI flows","subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=api vs dir=webapp);possible-breaking-missing-marker"
"b282f82468439e98a39db291561972eef2178c0b","b282f82","feat(api-gateway): add auth module, route, and plugin","feat(api-gateway)(api-gateway): Add auth module, route, and plugin","subject-not-capitalized;scope-mismatch(scope=api-gateway vs dir=webapp);possible-breaking-missing-marker"
"b2850c6eb643069df6182f18e8ac413f9edd71d8","b2850c6","feat(compliance): add designated holding accounts and surface balances in API/UI","feat(compliance)(compliance): Add designated holding accounts and surfac","subject>72;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=compliance vs dir=webapp);possible-breaking-missing-marker"
"b5d8e9dfb37e84aab41b157ede68de95336aef07","b5d8e9d","Add schemas and sanitization for public API responses","feat(services): Add schemas and sanitization for public API responses","test-claimed-mismatch;needs-body(>=150 LOC);possible-breaking-missing-marker"
"b67625cb41917ea30d7bccdd2914e01299c82584","b67625c","feat: mask pii for non-admins","feat(services): Mask pii for non-admins","test-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=services);possible-breaking-missing-marker"
"b759277e815e172d3f011422e61f3c8fc1f0de2c","b759277","feat(retention): pluggable WORM + content-addressed URIs + attestation endpoint","feat(retention)(retention): Pluggable WORM + content-addressed URIs + at","docs-claimed-mismatch;subject>72;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=retention vs dir=providers);possible-breaking-missing-marker"
"b7ab8ede6fa6bc667125984fd6e294fd9e73a969","b7ab8ed","Ensure recon model sorter handles numeric versions","refactor(services): Ensure recon model sorter handles numeric versions","code-changes-look-like-refactor"
"b89659532c8a843faccaf7db0a19891bc62cefb4","b896595","test(api-gateway): run all gateway *.spec.ts tests","chore(api-gateway): Run all gateway *.spec.ts tests","deps-looks-like-chore;subject-not-capitalized;scope-mismatch(scope=api-gateway vs dir=services)"
"ba42ae49c635350f7c2bde9d79820531cdc0ea83","ba42ae4","fix: add default export to prisma mock","fix(tests): Add default export to prisma mock","test-claimed-mismatch;subject-not-capitalized;fix-no-issue-ref;scope-mismatch(scope= vs dir=tests)"
"ba72fdca40a6d36fa63887871d7d3cd485520ea3","ba72fdc","Guard ledger analytics logging failures","refactor(domain): Guard ledger analytics logging failures","code-changes-look-like-refactor"
"bc1cd278106d152e7be1d30ab1911b12f914756e","bc1cd27","Align ops runbook metrics with code","chore(services): Align ops runbook metrics with code","docs-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker"
"bd66cc46d22ced5081e43957c651a9c9cce13106","bd66cc4","Add UI acceptance checklist","docs: Add UI acceptance checklist","docs-claimed-mismatch"
"be0c03123aeb5d063cab652e93495bb7af52a556","be0c031","chore(repo): normalize line endings / cross-platform script behavior","chore(repo)(repo): Normalize line endings / cross-platform script behavi","subject-not-capitalized;scope-mismatch(scope=repo vs dir=package.json)"
"be98bf24fc0e9ce7a6cfb47f6092e85ea2cf9509","be98bf2","feat: add ML scoring fastapi service","feat(apgms-ml): Add ML scoring fastapi service","docs-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=apgms-ml)"
"bfc0ea69da48cf2f0b54bfaf944e09a3657b083d","bfc0ea6","feat(webapp): add dashboard ui components","chore(webapp): Add dashboard ui components","deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=webapp vs dir=apps)"
"c1f99d90effad68f2aeaf2ad364be0a9448d94be","c1f99d9","chore(db): check in BankLine idempotencyKey uniqueness migration","chore(db)(db): Check in BankLine idempotencyKey uniqueness migration","subject-not-capitalized;scope-mismatch(scope=db vs dir=shared)"
"c2a764be53e1faba687638c9179860dbe66e7e48","c2a764b","Add duplicate transaction training script","feat(apgms-ml): Add duplicate transaction training script","code-additions-look-like-feat;needs-body(>=150 LOC)"
"c33374e7b223cf7b4cd99ffe814d5f3fbead8589","c33374e","feat(platform): introduce messaging bus, ledger module, tax utils, and operational framework","chore(platform): Introduce messaging bus, ledger module, tax utils, and","docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;subject>72;subject-not-capitalized;scope-mismatch(scope=platform vs dir=shared);possible-breaking-missing-marker"
"c3c9a6820775ae1f5d570a44dd0f26b2e3fab4b0","c3c9a68","chore(ops): add observability and SLO docs","chore(ops)(ops): Add observability and SLO docs","docs-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=ops vs dir=docs)"
"c46a481234714c85c7451be62366211475659de2","c46a481","feat(platform): enforce MFA for high-risk actions and add evidence backup","chore(platform): Enforce MFA for high-risk actions and add evidence back","docs-claimed-mismatch;deps-looks-like-chore;subject>72;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=platform vs dir=services);possible-breaking-missing-marker"
"c538818329969140a2cd38b8ebe6457682d5b0bf","c538818","feat(webapp): WCAG AA status-badge colors and styles; tests pass","feat(webapp)(webapp): WCAG AA status-badge colors and styles; tests pass","subject-not-capitalized;needs-body(>=150 LOC)"
"c56e74be54d071d1eab348d3c75aa99e3c267450","c56e74b","feat(inference): expose model scoring over http and nats","chore(inference): Expose model scoring over http and nats","docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=inference vs dir=services)"
"c6100aef4f3c932195b6bc36ce4cd55c3f705544","c6100ae","chore: one-time LF line ending normalisation","chore(services): One-time LF line ending normalisation","subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=services);possible-breaking-missing-marker"
"c6829ed808c2bc453ef226981ea709ede9bf2ebd","c6829ed","Secure connectors, enforce MFA, and harden BAS + ML ops","chore(services): Secure connectors, enforce MFA, and harden BAS + ML ops","docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker"
"c7d26f0a5965d5dffdaf6ea99412dc8be8261934","c7d26f0","feat: scaffold ml-core package with baseline pipelines","feat(packages): Scaffold ml-core package with baseline pipelines","docs-claimed-mismatch;test-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=packages)"
"c8cc736724691e242e36f8556eb76a2ab95ba0da","c8cc736","Add ML risk service integration and surface dashboard insights","chore(webapp): Add ML risk service integration and surface dashboard ins","test-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker"
"c92b1b3de3d1ae884b0b2e5e4f09c75793cab2c6","c92b1b3","feat(api): add /ready probe and idempotent POST /bank-lines with Zod validation","chore(api): Add /ready probe and idempotent POST /bank-lines with Zod va","deps-looks-like-chore;subject>72;subject-not-capitalized;scope-mismatch(scope=api vs dir=shared);possible-breaking-missing-marker"
"c92e475ea8f3764a6e5f1d5d8f8818262a4428fa","c92e475","chore(repo): normalize line endings via .gitattributes","chore(repo)(repo): Normalize line endings via .gitattributes","subject-not-capitalized;scope-mismatch(scope=repo vs dir=gitattributes)"
"c9a3b62aaf62aae7a296d339c8ca136c4f40c03f","c9a3b62","feat(api-gateway): idempotency keys for POST/PATCH and dedupe storage","feat(api-gateway)(api-gateway): Idempotency keys for POST/PATCH and dedu","docs-claimed-mismatch;test-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=api-gateway vs dir=shared);possible-breaking-missing-marker"
"cbb4b278754a0ac4e7e14fa1784c6f5ac5595b06","cbb4b27","feat: formalise transactional events and retention","chore(services): Formalise transactional events and retention","docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=services);possible-breaking-missing-marker"
"cd9b3af9b255b065d4deb49458f2ac34797e9c71","cd9b3af","chore(shared): add subpath exports; update imports to @apgms/shared/*","chore(shared)(shared): Add subpath exports; update imports to @apgms/sha","subject-not-capitalized;scope-mismatch(scope=shared vs dir=services);possible-breaking-missing-marker"
"ce3837a753b27d6eaf8126da9bf03e258105782c","ce3837a","refactor(shared): add subpath exports and update gateway imports to @apgms/shared/*","chore(shared): Add subpath exports and update gateway imports to @apgms/","deps-looks-like-chore;subject>72;subject-not-capitalized;scope-mismatch(scope=shared vs dir=services);possible-breaking-missing-marker"
"ce3864c6995d562b181615f1a02726d97866d6dc","ce3864c"," feat(safety): idempotency keys for POST/PATCH + dedupe storage","feat(shared): Feat(safety): idempotency keys for POST/PATCH + dedupe sto","docs-claimed-mismatch;test-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);possible-breaking-missing-marker"
"ce6198ad25540f4b9b33ed6651b4c1d132240958","ce6198a","Add prototype env feature flag for admin requests","refactor(services): Add prototype env feature flag for admin requests","code-changes-look-like-refactor"
"ce8eb0f217638ca8ef0ec4c172e033c6aaf5d5a2","ce8eb0f","Implement integrations connectors and ATO workflows","chore(services): Implement integrations connectors and ATO workflows","docs-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker"
"d24fb85027254cb6e17689ff771887e5e412a1ae","d24fb85","docs: document ml recon service and contracts","chore(shared): Document ml recon service and contracts","deps-looks-like-chore;code-additions-look-like-feat;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=shared);possible-breaking-missing-marker"
"d25553684e757661acba56a99757cd6844a00f4d","d255536","Implement secure connectors and ATO compliance workflows","chore(services): Implement secure connectors and ATO compliance workflow","docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker"
"d278b8e01e8009ae3777810846ce3091a652c866","d278b8e","Fix Prisma client instrumentation attachment","refactor(services): Fix Prisma client instrumentation attachment","code-changes-look-like-refactor"
"d38c29257170a1a37c852ffe0bdf1ac7e6c3666d","d38c292","feat(ingest): STP/POS adapters + blocking BAS verifier + discrepancy report","feat(ingest)(ingest): STP/POS adapters + blocking BAS verifier + discrep","docs-claimed-mismatch;subject>72;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=ingest vs dir=providers);possible-breaking-missing-marker"
"d45a98f6135d188d4886515098e23a5bb286d5eb","d45a98f","feat(db): BankLine.idempotencyKey + unique(orgId,idempotencyKey)","feat(db)(db): BankLine.idempotencyKey + unique(orgId,idempotencyKey)","subject-not-capitalized;scope-mismatch(scope=db vs dir=shared)"
"d50f598f2b7c044f53e8f693489b957a531ad923","d50f598","chore(deps): add Renovate + update policy + lockfile maintenance","chore(deps)(deps): Add Renovate + update policy + lockfile maintenance","subject-not-capitalized;scope-mismatch(scope=deps vs dir=renovate.json)"
"d518159067d589ffdd2e0a13ab375462d6787acd","d518159","Fix model artifact hashing to avoid stale metadata digest","refactor(apgms-ml): Fix model artifact hashing to avoid stale metadata d","code-changes-look-like-refactor"
"d590f8f948b5746fb394d28a6b32b05aa008020d","d590f8f","chore(ops): add nightly pipeline and chaos testing playbook","chore(ops)(ops): Add nightly pipeline and chaos testing playbook","docs-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=ops vs dir=docs)"
"d6200e960e2005bdc6eef4f6b87f9143dfc53994","d6200e9","Add compliance event ingestion and governance","chore(services): Add compliance event ingestion and governance","docs-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker"
"d6265499079281eaa276c44e7079af3e6386d699","d626549","chore(ledger): use cross-platform jest script","chore(ledger)(ledger): Use cross-platform jest script","docs-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=ledger vs dir=packages)"
"d6533e14cbfa5dea2a019dfac5442b5f7abe4bd1","d6533e1","feat(auth+ui): introduce login flow, dashboard UI, and gateway hardening","chore(auth+ui): Introduce login flow, dashboard UI, and gateway hardenin","deps-looks-like-chore;subject-not-capitalized;scope-mismatch(scope=auth+ui vs dir=webapp);possible-breaking-missing-marker"
"d799a9ba243eb9760ffbbfddbc78d572d2a6e56e","d799a9b","Add Vitest smoke tests and currency formatter","chore(webapp): Add Vitest smoke tests and currency formatter","test-claimed-mismatch;deps-looks-like-chore"
"d8086ac96132f474f8c0c88f20800428118b5d22","d8086ac","Restore Fastify typings and guard risk routes","refactor(services): Restore Fastify typings and guard risk routes","code-changes-look-like-refactor"
"d82725862cd55a1a352d732921fe99c528798f90","d827258","chore(repo): update .gitignore to exclude local helper script","chore(repo)(repo): Update .gitignore to exclude local helper script","subject-not-capitalized;scope-mismatch(scope=repo vs dir=gitignore)"
"d8b00780a031dcd0f79ee7ee0d6f8c122ea97816","d8b0078","docs: add apgms gui design playbook","docs: Add apgms gui design playbook","subject-not-capitalized;scope-mismatch(scope= vs dir=docs)"
"d99cb790b7204886d4d812e0cc5337b56398b883","d99cb79","Handle scalar metrics from classification report","refactor(apgms_ml): Handle scalar metrics from classification report","code-changes-look-like-refactor"
"d9e6efdb097f0cc72d223b58f4c5513ef4380c1a","d9e6efd","chore(deploy): scaffold DB init/seed and tighten service startup/runtime","chore(deploy)(deploy): Scaffold DB init/seed and tighten service startup","subject-not-capitalized;scope-mismatch(scope=deploy vs dir=services);possible-breaking-missing-marker"
"d9fa8bf1d67bfd8dea95b83169e0919bc279e36e","d9fa8bf","feat(platform): persist alerts/BAS cycles and wire Phase 2 UI flows","feat(platform)(platform): Persist alerts/BAS cycles and wire Phase 2 UI","subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=platform vs dir=webapp);possible-breaking-missing-marker"
"da9ff2367126e4d9322c54cba5ce92bb4e7884b8","da9ff23","refactor(platform): centralize runtime config, tighten auth/metrics, and add typed boundaries","chore(platform): Centralize runtime config, tighten auth/metrics, and ad","docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;subject>72;subject-not-capitalized;scope-mismatch(scope=platform vs dir=services);possible-breaking-missing-marker"
"db94dbd2bbaa95dc52cdbcf7628c9ace8bd3d882","db94dbd","docs: summarize auth guard coverage","docs: Summarize auth guard coverage","subject-not-capitalized;scope-mismatch(scope= vs dir=docs)"
"dd5135cfd7187c482f8c1deb0878f8a9e362f09f","dd5135c","feat(platform): introduce auth layer, data protection, and compliance updates","chore(platform): Introduce auth layer, data protection, and compliance u","docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;subject>72;subject-not-capitalized;scope-mismatch(scope=platform vs dir=services);possible-breaking-missing-marker"
"deea25508afac475f7ec5712c6f5a402c40eb2b0","deea255","fix(payg): robust CSV decoding + relaxed monthly scaling tolerance","fix(payg)(payg): Robust CSV decoding + relaxed monthly scaling tolerance","test-claimed-mismatch;subject-not-capitalized;fix-no-issue-ref;scope-mismatch(scope=payg vs dir=tools)"
"def06928a05d67873295332458973735c15769fc","def0692","feat: add ml core package and baseline pipelines","feat(packages): Add ml core package and baseline pipelines","docs-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=packages)"
"df266376dde4cc96bcd60918280ff088b9a34244","df26637","feat(api-gateway): secure admin routes with jwt","feat(api-gateway)(api-gateway): Secure admin routes with jwt","docs-claimed-mismatch;test-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=api-gateway vs dir=services);possible-breaking-missing-marker"
"df8bf8702f5d229b74cccca828c849c644bfe311","df8bf87","Document patent governance commitments and compliance evidence","docs: Document patent governance commitments and compliance evidence","docs-claimed-mismatch"
"e05054afa678d16f18162c6889814b2201b50230","e05054a","Fix telemetry stack and add AU validation package","chore(packages): Fix telemetry stack and add AU validation package","deps-looks-like-chore;code-additions-look-like-feat;needs-body(>=150 LOC);possible-breaking-missing-marker"
"e05433ce60afe1e50fa28a451677a2df63bb9c83","e05433c","test(chaos): dependency outage drills + error budget SLO alerts","chore(chaos): Dependency outage drills + error budget SLO alerts","docs-claimed-mismatch;deps-looks-like-chore;code-additions-look-like-feat;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=chaos vs dir=services);possible-breaking-missing-marker"
"e0b8bdbb9205dc4a913f84852a223c0e81704a94","e0b8bdb","Ensure Prisma client generation and workspace coverage","chore(services): Ensure Prisma client generation and workspace coverage","docs-claimed-mismatch;deps-looks-like-chore;code-additions-look-like-feat;needs-body(>=150 LOC);possible-breaking-missing-marker"
"e1e4dbb4832b00d5761733ec0484691018c14853","e1e4dbb","Unify admin data routes and tests","feat(services): Unify admin data routes and tests","test-claimed-mismatch;needs-body(>=150 LOC);possible-breaking-missing-marker"
"e37f2f334d236b0da1e53637ee25e6c36105c09d","e37f2f3","Improve Home metrics semantics and accessibility","feat(webapp): Improve Home metrics semantics and accessibility","test-claimed-mismatch"
"e3faebe94888690f152387eab31a442366f90152","e3faebe","chore: add build tooling updates","chore(services): Add build tooling updates","subject-not-capitalized;scope-mismatch(scope= vs dir=services)"
